No,WELL NAME,ABBREVIATION,UWI,BLOCK #,WELL TYPE,LATITUDE,LONGITUDE,NORTHING,EASTING,MSL,CONTROL PT,DATE,SURVEYOR,OPERATOR,PAS,Remark,GISUPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,NEEM K-1,,S01-026d-07-639-01,KAIKANG 4 EA,Development,  10533822N,  28325035E,1204685.294,669114.502,518.532,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,NEEM K-2,,S01-037b-07-639-01,KAIKANG 4 EA,Development,  10532118N,  28332772E,1204167.639,670252.107,518.497,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,NEEM MAIN-8,,S01-018c-07-639-01,KAIKANG 4 EA,Development,  10540419N,  28334238E,1205491.168,670690.590,515.173,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,NEEM N-4,,S01-057c-01-639-01,KAIKANG 4 EA,Development,  10570743N,  28330436E,1211115.392,669507.099,513.415,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,NEEM NORTH-5,,S01-056a-01-639-01,KAIKANG 4 EA,Development,  10571668N,  28324128E,1211395.893,668804.843,511.686,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,NEEM NORTH-6,,S01-067a-01-639-01,KAIKANG 4 EA,Development,  10564764N,  28330986E,1210508.094,669677.327,510.633,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,NEEM SOUTH EAST-1,,S01-041a-08-639-01,KAIKANG 4 EA,Development,  10524588N,  28350157E,1203097.641,673107.630,503.456,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,NEEM SOUTH N-1,,S01-058c-07-639-01,KAIKANG 4 EA,Development,  10520185N,  28334110E,1201732.235,670670.846,510.584,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,NEEM SOUTH N-2,,S01-058c-07-639-01,KAIKANG 4 EA,Development,  10521312N,  28333191E,1202077.029,670390.236,510.942,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,NEEM S-2,,S01-067b-07-639-01,KAIKANG 4 EA,Development,  10514532N,  28332524E,1201221.858,670192.040,507.029,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,NEEM S-3,,S01-067a-07-639-01,KAIKANG 4 EA,Development,  10515664N,  28331469E,1201567.930,669869.659,507.668,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,NEEM SW-1,,S01-066d-07-639-01,KAIKANG 4 EA,Development,  10513477N,  28324733E,1200891.959,669042.101,503.653,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,NEEM SW-2,,S01-066b-07-639-01,KAIKANG 4 EA,Development,  10515200N,  28325195E,1201421.998,669179.975,505.886,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,NEEM SW-3,,S01-076b-07-639-01,KAIKANG 4 EA,Development,  10512711N,  28325688E,1200658.062,669333.587,504.235,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,NEEM SW-4,,S01-067c-07-639-01,KAIKANG 4 EA,Development,  10514209N,  28330087E,1201118.873,669452.207,504.816,639-003,4/5/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,KAIKANG-1,,S01-087d-08-710-01,KAIKANG 4 EA,Development,   9203540N,  29082957E,1033506.082,735212.210,393.295,RRG-56,4/4/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,KAIKANG-4,,S01-076c-08-710-01,KAIKANG 4 EA,Development,   9210256N,  29074194E,1034332.097,733753.669,394.569,RRG-56,4/4/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,CANAR W-1,,S01-058a-07-662-01,KAIKANG 4 EA,Development,  10221868N,  28033524E,1146719.948,616019.895,415.266,662-002,4/13/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,HEGLIG-59,,S01-010b-05-687-01,HEGLIG 2b DA,Development,   9595657N,  29244845E,1106275.210,764579.181,400.243,Bas-01,4/22/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,HEGLIG-65,,S01-099a-35-664-01,HEGLIG 2b DA,Development,  10001781N,  29241253E,1106920.262,763480.023,400.250,Bas-01,4/22/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,EL NAR WEST-3,,S01-080a-13-688-01,UNITY 1a EA,Development,9461617N,29343447E,1081190.081,782630.101,395.290,678-003,5/25/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,EL NAR-12,,S01-082a-14-688-01,UNITY 1a EA,Development,9455617N,29354240E,1080590.966,784706.281,395.567,Bas-01,5/25/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,HEGLIG-62,,S01-089a-35-664-01,HEGLIG 2b DA,Development,10004786N,29241075E,1107843.227,763418.444,399.956,Bas-01,5/27/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,HEGLIG-64,,S01-007d-05-687-01,HEGLIG 2b DA,Development,9594022N,29232498E,1105754.102,762039.305,399.358,Bas-02,5/27/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,BAMBOO WEST-36,,S01-076d-17-664-01,HEGLIG 2a EA,Development,  10161013N,  29225653E,1136175.174,760950.082,405.648,664-003,6/20/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,BAMBOO-15,,S01-057a-17-664-01,HEGLIG 2a EA,Development,  10172688N,  29230540E,1138536.386,761202.501,405.931,664-003,6/20/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,BAMBOO WEST-34,,S01-043d-17-664-01,HEGLIG 2a EA,Development,  10173508N,  29212091E,1138764.905,758019.989,406.759,664-003,6/20/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,BAMBOO WEST-31,,S01-043b-17-664-01,HEGLIG 2a EA,Development,  10174593N,  29212690E,1139099.665,758199.772,406.573,664-003,6/20/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,UNITY-97,,S01-052c-03-711-01,UNITY 1b DA,Development,9270865N,29404483E,1045999.672,794199.953,391.240,RRG-56,7/6/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,UNITY-88,,S01-063b-03-711-01,UNITY 1b DA,Development,09264890N,  29411907E,1045400.349,795249.744,390.765,RRG-56,7/6/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,UNITY-73,,S01-090b-02-711-01,UNITY 1b DA,Development,   09255391N,  29395364E,1043689.822,792655.025,391.532,RRG-56,7/6/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,UNITY-108,,S01-061b-03-711-01,UNITY 1b DA,Development,  0 9265905N,  29402379E,1045699.605,793559.993,391.314,RRG-56,7/6/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,UNITY-107,,S01-051b-03-711-01,UNITY 1b DA,Development,   9271671N,  29401605E,1046240.491,793319.709,391.173,RRG-56,7/6/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,UNITY-106,,S01-031b-03-711-01,UNITY 1b DA,Development,   9281622N,  29401505E,1048069.751,793274.969,391.879,RRG-56,7/6/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,MUNGA-10,,S01-044b-36-688-01,UNITY 1a EA,Development,9324804N,29565669E,1056675.265,823779.860,392.174,688-006,8/7/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,MUNGA-11,,S01-013c-36-688-01,UNITY 1a EA,Development,9341420N,29560042E,1059310.049,822039.761,392.362,688-006,8/7/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,MUNGA -12,,S01-023a-36-688-01,UNITY 1a EA,Development,9334884N,29560121E,1058530.337,822070.743,392.399,688-006,8/7/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,MUNGA-14,,S01-014d-36-688-01,UNITY 1a EA,Development,9340331N,29564580E,1058987.000,823427.879,390.995,688-006,8/7/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,MUNGA SOUTH-15,,S01-050c-35-688-01,UNITY 1a EA,Development,9324446N,29544135E,1056529.998,819650.018,391.612,688-006,8/7/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,MUNGA-13,,S01-023b-36-688-01,UNITY 1a EA,Development,9335828N ,29562908E,1058827.779,822918.842,392.016,688-006,8/7/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,HEGLIG-68,,S01-010a-05-687-01,HEGLIG 2b DA,Development,9595719N,29244465E,1106293.265,764462.932,399.947,BASE-01,,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,TALIH-12,,S01-038d-32-688-01,UNITY 1b DA,Development,   9330340N,  29385700E,1056880.162,790825.352,392.678,RRG-56,9/1/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,TALIH-13,,S01-059a-32-688-01,UNITY 1b DA,Development,   9322278N,  29391224E,1055635.164,791300.017,392.582,RRG-56,9/1/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,UNITY-110,,S01-012a-03-711-01,UNITY 1b DA,Development,   9291604N,  29403610E,1049913.978,793903.435,390.970,RRG-56,9/1/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,TALIH-7,,S01-047d-32-688-01,UNITY 1b DA,Development,9324339N,29382970E,1056258.553,789996.640,392.456,RRG-56,11/10/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,TALIH WEST-8,,S01-075d-32-688-01,UNITY 1a EA,Development,9310306N,29372875E,1053159.969,788160.194,391.886,RRG-56,11/10/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,UNITY-111,,S01-071a-03-711-01,UNITY 1b DA,Development,9262505N,29400683E,1044650.034,793050.064,391.263,RRG-56,11/10/2008,FAISAL,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,NEEM K-3,,S01-036d-07-639-01,KAIKANG 4 EA,Development,10531055N,28325445E,1203835.840,669243.339,517.361,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,NEEM-2,,S01-019c-07-639-01,KAIKANG 4 EA,Development,10540100N,28340099E,1205396.217,671256.163,516.640,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,NEEM-3,,S01-019c-07-639-01,KAIKANG 4 EA,Development,10540791N,28341431E,1205610.560,671659.620,516.486,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,NEEM-5,,S01-018d-07-639-01,KAIKANG 4 EA,Development,10541476N,28334879E,1205817.082,670883.405,514.894,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,NEEM-9,,S01-029d-07-639-01,KAIKANG 4 EA,Development,10533902N,28342249E,1204724.122,671912.467,515.343,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,NEEM-10,,S01-029a-07-639-01,KAIKANG 4 EA,Development,10534792N,28340259E,1204994.565,671306.893,516.131,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,NEEM-11,,S01-018c-07-639-01,KAIKANG 4 EA,Development,10541456N,28334175E,1205809.943,670669.766,513.678,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NEEM-13,,S01-018d-07-639-01,KAIKANG 4 EA,Development,10540691N,28335857E,1205577.297,671181.789,514.588,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,NEEM-14,,S01-029a-07-639-01,KAIKANG 4 EA,Development,10535332N,28340558E,1205161.107,671396.654,514.086,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,NEEM CENTRAL-1,,S01-029a-07-639-01,KAIKANG 4 EA,Development,10535879N,28341101E,1205329.811,671560.653,516.301,639-003,10/27/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,HEGLIG-56,,S01-020c-05-687-01,HEGLIG 2b DA,Development,9590736N,29243482E,1104759.639,764174.770,400.021,BASE-01,11/1/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,HEGLIG-61,,S01-078b-35-664-01,HEGLIG 2b DA,Development,10012568N,29235568E,1109002.579,762951.271,400.641,BASE-01,11/1/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,HEGLIG-63,,S01-089a-35-664-01,HEGLIG 2b DA,Development,10005840N,29240416E,1108166.003,763215.785,400.465,BASE-01,11/1/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,HEGLIG-66,,S01-010c-05-687-01,HEGLIG 2b DA,Development,9594016N,29243559E,1105767.941,764190.882,400.281,BASE-01,11/1/2008,Waleed,,,GPS offset 1.9m Bearing 195 Degree,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,HEGLIG-67,,S01-030a-05-687-01,HEGLIG 2b DA,Development,9585598N,29243591E,1104410.070,764210.515,400.433,BASE-01,11/1/2008,Waleed,,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,AZRAQ K-1,,S01-060b-36-612-01,KAIKANG 4 EA,Development,11022791N,28295910E,1220933.26,663833.413,452.477,639-003,11/8/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,HEGLIG-55,,S01-067c-35-664-01,HEGLIG 2b DA,Development,10013092N,29230555E,1109152.68,761423.01,400.73,BASE-01,11/7/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,HEGLIG-57,,S01-090c-35-664-01,HEGLIG 2b DA,Development,10004187N,29243532E,1107664.79,764168.875,400.561,BASE-01,11/7/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,HEGLIG-60,,S01-079c-35-664-01,HEGLIG 2b DA,Development,10010854N,29240668E,1108478.036,763290.405,400.35,BASE-01,11/7/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,HILBA EAST-4,,S01-014d-01-639-01,KAIKANG 4 EA,Development,10591248N,28315841E,1214946.969,667485.022,496.079,639-003,11/23/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,HILBA EAST-3,,S01-014b-01-639-01,KAIKANG 4 EA,Development,10592058N,28314809E,1215194.247,667170.543,491.558,639-003,11/23/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,NEEM CENTRAL-2,,S01-018b-07-639-01,KAIKANG 4 EA,Development,10542103N,28335658E,1206010.833,671118.76,514.325,639-003,11/23/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,NEEM EAST-7,,S01-010d-07-639-01,KAIKANG 4 EA,Development,10543539N,28345395E,1206461.287,672858.948,516.144,639-003,11/23/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,NEEM EAST-8,,S01-001c-08-639-01,KAIKANG 4 EA,Development,10543419N,28350973E,1206426.597,673337.962,516.045,639-003,11/23/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,NEEM EAST-9,,S01-011b-08-639-01,KAIKANG 4 EA,Development,10542045N,28351891E,1206006.009,673618.891,513.234,639-003,11/23/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,NEEM EAST-10,,S01-001d-08-639-01,KAIKANG 4 EA,Development,10544336N,28352478E,1206710.908,673793.492,517.787,639-003,11/23/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,NEEM F-1,,S01-056b-07-639-01,KAIKANG 4 EA,Development,10522260N,28324507E,1202361.387,668965.242,509.888,639-003,11/23/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,NEEM T-1,,S01-037d-09-639-01,KAIKANG 4 EA,Development,10530783N,28431674E,1203853.811,688141.932,446.451,639-003,12/2/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,NEEM NORTH-7,,S01-055d-01-639-01,KAIKANG 4 EA,Development,10570771N,28321539E,1211116.004,668020.048,508.112,639-003,12/2/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,EL SANDAL SOUTH WEST-1,,S01-070a-01-639-01,KAIKANG 4 EA,Development,10564670N,28343365E,1210492.319,672221.168,515.367,639-003,11/2/2008,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,MUNGA SOUTH-13,,S01-090b-35-688-01,UNITY 1a EA,Development,9304967N,29544656E,1053001.871,819838.897,391.649,688-006,12/25/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,HEGLIG-33,,S01-041c-06-687-01,HEGLIG 2b DA,Development,9574376N,29251047E,1102197.921,765279.964,399.749,BASE-01,12/27/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,HEGLIG-50,,S01-029b-05-687-01,HEGLIG 2b DA,Development,9585675N,29241805E,1104429.756,763666.43,400.042,BASE-01,12/27/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,HEGLIG-54,,S01-051a-06-687-01,HEGLIG 2b DA,Development,9572656N,29251462E,1101670.052,765410.243,399.842,BASE-01,12/27/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,HEGLIG-69,,S01-097d-35-664-01,HEGLIG 2b DA,Development,10001319N,29232143E,1106766.89,761924.11,400.052,BASE-01,12/27/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,HEGLIG-32,,S01-100b-35-664-01,HEGLIG 2b DA,Development,10002174N,29245489E,1107050.521,764769.758,400.616,BASE-01,12/27/2008,Waleed,,,OFFSET 1.5M  0  DEGREE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,HEGLIG-46,,S01-089a-35-664-01,HEGLIG 2b DA,Development,10005748N,29241381E,1108139.845,763510.089,400.346,BASE-01,12/27/2008,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,FARAS EAST-2,,S01-049d-18-687-01,UNITY 1a EA,Development,9474355N,29292733E,1083805.861,773245.036,396.093,687-002,1/1/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,FARAS EAST-3,,S01-059b-18-687-01,UNITY 1a EA,Development,9472997N,29292685E,1083388.206,773233.405,396.228,687-002,1/1/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,TOMA SOUTH-25,,S01-097d-07-688-01,UNITY 1a EA,Development,9501055N,29331671E,1088377.127,780204.363,398.29,687-002,1/1/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BAMBOO-17,,S01-047b-17-664-01,HEGLIG 2a EA,Development,10174523N,29232682E,1139105.127,761850.209,405.45,664-003,1/2/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BAMBOO-18,,S01-090a-17-664-01,HEGLIG 2a EA,Development,10155219N,29244266E,1135646.754,764184.82,404.82,664-003,1/2/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,BAMBOO-19,,S01-056d-17-664-01,HEGLIG 2a EA,Development,10171177N,29225566E,1138069.453,760909.369,405.371,664-003,1/2/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,BAMBOO WEST-37,,S01-098a-17-664-01,HEGLIG 2a EA,Development,10151843N,29234259E,1134596.34,762363.978,404.012,664-003,1/2/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,BAMBOO WEST-38,,S01-017b-23-664-01,HEGLIG 2a EA,Development,10141509N,29232108E,1132644.755,761723.571,404.146,664-003,1/2/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BAMBOO-14,,S01-089b-17-664-01,HEGLIG 2a EA,Development,10155829N,29241855E,1135829.931,763449.593,405.48,664-003,2/14/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BAMBOO W-35,,S01-065d-17-664-01,HEGLIG 2a EA,Development,10163863N,29222345E,1137043.691,759936.627,405.605,664-003,2/14/2009,Waleed,,,OFFSET 2.1M 120 DEGREE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HEGLIG49,,S01-086d-35-664-01,HEGLIG 2b DA,Development,10003899N,29225982E,1107555.174,761259.772,400.035,BASE-01,2/14/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
