No,WELL NAME,ABBREVIATION,UWI,BLOCK #,WELL TYPE,LATITUDE,LONGITUDE,NORTHING,EASTING,MSL,CONTROL PT,DATE,SURVEYOR,OPERATOR,PAS,Remark,GISUPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,NEEM MAIN-12,,S01-030c-07-639-01,KAIKANG 4 EA,Development,10533419N,28343264E,1204577.343,672221.417,515.222,639-003,2/16/2009,Waleed,,,OFFSET 1.4M 295 DEGREE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,AZRAQ SW-2,,S01-006c-01-639-01,KAIKANG 4 EA,Development,10594226N,28324109E,1215868.578,668776.053,497.94,639-003,2/16/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,HELBA EAST-2,,S01-014a-01-639-01,KAIKANG 4 EA,Development,10592924N,28313409E,1215458.268,666744.318,487.161,639-003,2/16/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,HILBA N-01,,S01-066a-36-612-01,KAIKANG 4 EA,Development,11015889N,28274059E,1220020.715,659633.945,515.536,639-003,2/16/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,HUBRA-1,,S01-090a-31-613-01,KAIKANG 4 EA,Development,11005627N,28344041E,1218161.568,672386.353,521.233,639-003,2/16/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,TOMA SOUTH-20,,S01-097b-07-688-01,UNITY 1a EA,Development,9501939N,29332287E,1088650.413,780390.051,395.758,BASE-01,2/23/2009,Waleed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,MUNGA SOUTH-14,,S01-061c-36-688-01,UNITY 1a EA,Development,9314076N,29551156E,1054578.93,820588.547,391.284,688-006,3/20/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,MUNGA SOUTH-15,,S01-050c-35-688-01,UNITY 1a EA,Development,9324447N,29544141E,1056530.318,819651.681,389.108,688-006,3/21/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,MUNGA SOUTH-16,,S01-002c-06-711-01,UNITY 1a EA,Development,9293121N,29553957E,1050602.661,821477.222,390.195,688-006,3/22/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,MUNGA-17,,S01-013b-36-688-01,UNITY 1a EA,Development,9342144N,29561811E,1059537.258,822577.818,391.703,688-006,3/23/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,MUNGA-18,,S01-013d-36-688-01,UNITY 1a EA,Development,9341010N,29562421E,1059190.036,822767.109,392.698,688-006,3/24/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,MUNGA EAST-1,,S01-058a-36-688-01,UNITY 1a EA,Development,9322356N,29584328E,1055950.165,827039.916,391.212,688-006,3/25/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,LALOBA-2,,S01-050c-35-664-01,HEGLIG 2b DA,Development,10023895N,29244050E,1111264.579,764300.213,400.61,BASE-01,3/25/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,LALOBA-3,,S01-017d-35-664-01,HEGLIG 2b DA,Development,10040977N,29232796E,1114040.047,762070.008,400.815,BASE-01,3/27/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,LALOBA-AG1,,S01-050b-35-664-01,HEGLIG 2b DA,Development,10024585N,29245573E,1111480.046,764762.443,400.19,BASE-01,3/28/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,EL FULL-AG1,,S01-054a-36-664-01,HEGLIG 2b DA,Development,10022524N,29264052E,1110870.107,767959.801,401.076,BASE-01,3/28/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,EL FULL-6,,S01-033d-36-664-01,HEGLIG 2b DA,Development,10030230N,29262605E,1112006.123,767510.302,401.239,BASE-01,3/28/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,EL FULL-7,,S01-023d-36-664-01,HEGLIG 2b DA,Development,10033385N,29261730E,1112973.881,767236.71,401.053,BASE-01,3/28/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,SIMBIR-1,,S01-004b-12-687-01,HEGLIG 2b DA,Development,9545882N,29265874E,1097152.091,768616.542,398.607,BASE-01,4/25/2009,waleed/Enaiat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,SIMBIR EAST-1,,S01-089c-06-687-01,HEGLIG 2b DA,Development,9554175N,29291231E,1098501.998,772677.651,399.039,BASE-01,4/25/2009,waleed/Enaiat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,SIMBIR NORTH WEST-1,,S01-093c-05-687-01,HEGLIG 2b DA,Development,9550995N,29210582E,1097416.573,757858.44,398.08,BASE-01,4/23/2009,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,HEGLIG-58,,S01-010a-05-687-01,HEGLIG 2b DA,Development,9595327N,29244075E,1106172.236,764345.229,400.120,BASE-01,5/30/2009,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,SIMBIR WEST-8,,S01-052d-12-687-01,HEGLIG 2a EA,Development,9521492N,29255794E,1092100.540,766800.311,397.510,BASE-01,5/30/2009,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,AZRAQ K-2,,S01-073b-31-613-01,KAIKANG 4 EA,Development,11012077N,28311582E,1218882.022,666172.34,463.904,639-003,6/8/2009,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,AZRAQ C-1,,S01-054d-31-613-01,KAIKANG 4 EA,Development,11021014N,28315896E,1220405.609,667473.984,467.593,639-003,6/8/2009,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,TALIH-11,,S01-048c-32-688-01,UNITY 1b DA,Development,9323438N,29383901E,1055983.745,790283.023,392.833,RRG-56,7/7/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,TALIH-14,,S01-058b-32-688-01,UNITY 1b DA,Development,9322501N,29385786E,1055700.072,790860.476,392.385,RRG-56,7/7/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,TALIH-13,,S01-032b-33-688-01,UNITY 1b DA,Development,9331549N,29405719E,1057280.07,794489.936,391.265,RRG-56,7/7/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,UNITY-104,,S01-081d-33-688-01,UNITY 1b DA,Development,9303698N,29402744E,1052399.968,793619.74,391.164,RRG-56,7/7/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,UNITY-113,,S01-064c-03-711-01,UNITY 1b DA,Development,9264217N,29413409E,1045196.499,795709.801,392.128,RRG-56,7/7/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,UNITY-115,,S01-084b-03-711-01,UNITY 1b DA,Development,9254681N,29415693E,1043500.204,796420.191,391.58,RRG-56,7/7/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,El NAR-13,,S01-072c-14-688-01,UNITY 1a EA,Development,09461135N,29353096E,1081055.13,784353.927,395.769,BASE-01,20/08/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,El NAR-09,,S01-072c-14-688-01,UNITY 1a EA,Development,09460687N,29354392E,1080920.245,784750.057,395.326,BASE-01,20/08/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,TAIB-4R,,S01-026d-29-664-01,HEGLIG 2a EA,Development,10083531N,29225941E,1122195.793,761140.508,402.708,BASE-01,15/08/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,TAIB-6,,S01-017a-29-664-01,HEGLIG 2a EA,Development,10092539N,29230282E,1123735.634,761233.142,403.028,BASE-01,15/08/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,TOMA SOUTH-26,,S01-019a-13-688-01,UNITY 1a EA,Development,9492906N,29341313E,1087114.752,781934.256,397.094,BASE-01,20/08/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,EL NAR-11,,S01-071b-14-688-01,UNITY 1a EA,Development,9462259N,29352437E,1081398.977,784150.392,401.141,BASE-01,20/08/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,BAMBOO WEST-33,,S01-065b-17-664-01,HEGLIG 2a EA,Development,10164694N,29222366E,1137299.137,759940.747,405.353,664-003,20/08/2009,Enaiat,,,UPDATED BY FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,SIMBIR NORTH-1,,S01-076c-05-687-01,HEGLIG 2b DA,Development,9560493N,29224041E,1099127.096,760729.252,398.815,BASE-01,1/9/2009,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,DIFFRA WEST-8,,S01-058a-35-662-01,KAIKANG 4 EA,Development,10022642N,28234365E,1109930.54,652700.37,404.535,662-004,22/9/2009,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,DIFFRA WEST-10,,S01-048d-35-662-01,KAIKANG 4 EA,Development,10023709N,28235229E,1110234.306,652931.272,404.431,662-004,22/9/2009,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,UMM BATUTU-3,,S01-060c-29-664-01,HEGLIG 2a EA,Development,10071240N,29244044E,1119669.893,764236.456,402.562,BASE-01,20/01/2010,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,UMM BATUTU-4,,S01-070c-29-664-01,HEGLIG 2a EA,Development,10064081N,29243959E,1118698.841,764217.889,401.925,BASE-01,20/01/2010,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,NEEM K-4,,S01-037a-07-639-01,KAIKANG 4 EA,Development,10532411N,28330944E,1204254.66,669696.37,519.721,639-003,3/2/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,NEEM K-5,,S01-036b-07-639-01,KAIKANG 4 EA,Development,10532519N,28324885E,1204284.507,669070.841,522.376,639-003,3/2/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,NEEM K-6,,S01-038c-07-639-01,KAIKANG 4 EA,Development,10531031N,28333177E,1203834.105,670376.818,520.785,639-003,3/2/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,NEEM G-1,,S01-035b-07-639-01,KAIKANG 4 EA,Development,10531544N,28322827E,1203981.905,668447.397,518.93,639-003,3/2/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,AZRAQ NORTH WEST-1,,S01-034d-31-613-01,KAIKANG 4 EA,Development,11031214N,28315056E,1222309.035,667209.097,476.607,639-003,3/2/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,AZRAQ WEST-1,,S01-042d-31-613-01,KAIKANG 4 EA,Development,11023781N,28305444E,1221245.644,665511.34,480.235,639-003,3/2/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,AZRAQ SOUTH-1,,S01-058c-32-613-01,KAIKANG 4 EA,Development,11020299N,28383193E,1220249.303,679402.777,513.429,639-003,3/2/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,NEEM EAST-6,,S01-010a-07-639-01,KAIKANG 4 EA,Development,10544732N,28344280E,1206825.907,672518.253,521.991,639-004,3/2/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,SUTTAIB-1,,S01-085b-32-638-01,KAIKANG 4 EA,Development,10305816N,28072984E,1162699.359,623097.946,420.736,662-002,3/5/2010,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,SUTTAIB-2,,S01-075b-32-638-01,KAIKANG 4 EA,Development,10312913N,28071739E,1163651.989,622715.839,419.979,662-002,3/5/2010,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,SUTTAIB S-1,,S01-006d-02-662-01,KAIKANG 4 EA,Development,10293499N,28075776E,1160149.935,623956.194,420.273,662-002,3/5/2010,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,SUTTAIB S-2,,S01-096b-32-638-01,KAIKANG 4 EA,Development,10302348N,28075533E,1161639.358,623876.711,419.702,662-002,3/5/2010,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,SUTTAIB SW-1,,S01-003d-02-662-01,KAIKANG 4 EA,Development,10293690N,28062259E,1160198.461,621062.114,419.167,662-002,3/5/2010,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,EL TOOR-23,,S01-040d-09-688-01,UNITY 1a EA,Development,9531322N,29444817E,1094160.195,801240.269,400.955,688-003,25/4/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,EL TOOR-24,,S01-053d-10-688-01,UNITY 1a EA,Development,9521215N,29461835E,1092305.157,804005.256,401.574,688-003,25/4/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,EL TOOR-26,,S01-054c-10-688-01,UNITY 1a EA,Development,9520039N,29464302E,1091949.851,804760.564,400.933,688-003,25/4/2010,FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,SIMBIR NORTH-2,,S01-087a-05-687-01,HEGLIG 2b DA,Development,9555430N,29230405E,1098805.374,761451.741,397.976,BASE-01,29/5/2010,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,EL BAKH-3,,S01-024d-05-687-01,HEGLIG 2b DA,Development,9584483N,29215399E,1104030.117,759279.737,399.285,BASE-01,29/5/2010,WALEED,,,OFFSET 1.5M 160 DEGREE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,EL HARR-5,,S01-089c-19-688-01,UNITY 1a EA,Development,9403565N,29341113E,1070715.755,781998.5655,395.165,688-002,7/9/2010,WALEED,,,OFFSET 1.32M 158 DEGREE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,EL HARR-6,,S01-089b-19-688-01,UNITY 1a EA,Development,9405581N,29342442E,1071338.153,782398.865,394.853,688-002,7/9/2010,WALEED,,,OFFSET 1.4M 175 DEGREE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,EL HARR-7,,S01-010b-25-688-01,UNITY 1a EA,Development,9395284N,29345146E,1069410.141,783237.954,394.770,688-002,7/9/2010,WALEED,GNPOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,HUBARA SOUTH WEST-1,,S01-018c-01-639-01,KAIKANG 4 EA,Development,10590989N,28333005E,1214881.864,670267.479,511.122,639-003,"Nov. 13,2010",WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,AZRAQ SOUTH WEST-3,,S01-090a-36-612-01,KAIKANG 4 EA,Development,11005504N,28293575E,1218076.276,663138.847,491.465,639-003,"Nov. 13,2010",WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,MUNGA-16,,S01-034a-36-688-01,UNITY 1a EA,Development,9332460N,29563279E,1057793.240,823040.837,391.741,688-006,"DEC.01,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,MUNGA-19,,S01-012a-36-688-01,UNITY 1a EA,Development,9341812N,29554283E,1059425.912,821502.015,392.456,688-006,"DEC.01,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,UMM SAQURA SOUTH-6,,S01-035d-35-688-01,UNITY 1a EA,Development,9331435N,29522743E,1057414.766,815554.919,391.048,688-006,"DEC.01,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,UMM SAQURA SOUTH-9,,S01-015d-35-688-01,UNITY 1a EA,Development,9340594N,29521793E,1058998.571,815251.737,392.372,688-006,"DEC.01,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,UMM SAQURA SOUTH-10,,S01-036c-35-688-01,UNITY 1a EA,Development,9331430N,29523169E,1057414.266,815685.083,392.71,688-006,"DEC.10,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,UNITY-77,,S01-001c-03-711-01,UNITY 1b DA,Development,9293085N,29400099E,1050360.931,792828.003,391.577,RRG-56,"DEC.10,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,UNITY-92,,S01-031d-03-711-01,UNITY 1b DA,Development,9280307N,29402224E,1047667.076,793497.383,391.462,RRG-56,"DEC.10,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,UNITY-109,,S01-031d-03-711-01,UNITY 1b DA,Development,9280976N,29401711E,1047871.521,793339.188,390.982,RRG-56,"DEC.10,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,EL SANDAL SOUTH WEST-2,,S01-060c-01-639-01,KAIKANG 4 EA,Development,10570393N,28344472E,1211023.560,672554.422,519.261,639-003,"DEC.07,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,EL SANDAL SOUTH WEST-4,,S01-069d-01-639-01,KAIKANG 4 EA,Development,10563129N,28341968E,1210016.671,671799.385,511.546,639-003,"DEC.07,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,EL SANDAL SOUTH WEST-5,,S01-069b-01-639-01,KAIKANG 4 EA,Development,10565200E,28342443E,1210653.882,671940.451,515.338,639-003,"DEC.07,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,EL SANDAL SOUTH WEST-6,,S01-059d-01-639-01,KAIKANG 4 EA,Development,10570440N,28342516E,1211034.665,671960.635,515.403,639-003,"DEC.07,2010",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,AZRAQ A-1,,S01-005a-31-613-01,KAIKANG 4 EA,Development,11045114N,28320760E,1225351.763,667710.193,485.647,639-003,"DEC.26,2010",WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,AZRAQ C-2,,S01-065b-31-613-01,KAIKANG 4 EA,Development,11015088N,28321529E,1219816.562,667972.601,477.342,639-003,"DEC.26,2010",WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,AZRAQ NORTH-1,,S01-031b-31-613-01,KAIKANG 4 EA,Development,11032009N,28301745E,1222539.050,664382.233,495.525,639-003,"DEC.26,2010",WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,AZRAQ NORTH-2,,S01-031a-31-613-01,KAIKANG 4 EA,Development,11032918N,28300320E,1222816.259,663948.441,499.600,639-003,"DEC.26,2010",WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,BARKI-7,,S01-049c-05-687-01,HEGLIG 2b DA,Development,9573779N,29240771E,1102000.344,763368.785,399.371,BAS-001,"FEB08,2011",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,BARKI-8,,S01-047d-05-687-01,HEGLIG 2b DA,Development,9573666N,29232577E,1101956.476,762091.117,398.441,BAS-001,"FEB08,2011",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,HAMRA SOUTH WEST-1,,S01-020d-11-687-01,HEGLIG 2b DA,Development,9540214N,29245856E,1095382.998,764966.491,397.412,BAS-001,"FEB08,2011",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Hamra-AG1,,S01-091a-06-687-01,HEGLIG 2b DA,Development,9551867N,29250066E,1097735.818,765013.610,398.045,BAS-001,"MAR. 9,2011",WALEED/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,TAIYIB-4R,,S01-026d-29-664-01,HEGLIG 2a EA,Development,10083536N,29225947E,1122195.283,761141.043,403.092,BAS-001,"MAR. 9,2011",WALEED/A.RAHMAN,,,OFFSET 2.6M 219 DEGREE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,TOMA-9,,S01-016b-06-687-01,HEGLIG 2b DA,Development,9592608N,29274980E,1105379.036,770110.049,400.412,BAS-001,"MAR. 9,2011",WALEED/A.RAHMAN,,,OFFSET 1.75M 278 DEGREE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,AZRAQ C-3,,S01-044b-31-613-01,KAIKANG 4 EA,Development,11024503N,28315504E,1221477.097,667349.457,466.813,639-003,"MAR. 17,2011",WALEED/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,NEEM NORTH-8,,S01-045d-01-639-01,KAIKANG 4 EA,Development,10573258N,28321844E,1211880.908,668108.884,507.634,639-003,"MAR. 17,2011",WALEED/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,EL SANDAL SOUTH-1,,S01-016d-08-639-01,KAIKANG 4 EA,Development,10540771N,28375572E,1205639.892,678382.906,501.714,639-003,"MAR. 17,2011",WALEED/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,NEEM B-1,,S01-078c-14-639-01,KAIKANG 4 EA,Development,10461325N,28383047E,1191067.716,679516.766,463.399,639-003,"MAR. 17,2011",WALEED/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,NEEM F-2,,S01-045a-07-639-01,KAIKANG 4 EA,Development,10524981N,28321433E,1203192.394,668028.385,511.790,639-003,"MAR. 17,2011",WALEED/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,BAMBOO-AG-1,,S01-012c-23-664-01,HEGLIG 2a EA,Development,10140167N,29203974E,1132239.010,762647.408,403.719,664-003,"MAR. 20,2011",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,TOMA SOUTH-24,,S01-030a-13-688-01,UNITY 1a EA,Development,9485777N,29344291E,1086159.907,782849.769,396.689,687-002,"MAR. 23,2011",FAISAL/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,TOMA SOUTH-27,,S01-020c-13-688-01,UNITY 1a EA,development,9490672N,29344337E,1086435.191,782861.442,396.722,687-002,"MAR. 23,2011",FAISAL/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
